0,0249586105462902
0,394280353278984
0,704924279220833
0,00641310680956259
0,0512741538934755
0,3896784258027
0,861319757933412
0,919308806731975
0,03231275735065
0,704549924798566
0,192619180862149
0,456915893804708
0,192096328917936
0,600272883940615
0,615070153314187
0,536869325459408
0,0725812050851906
0,0821458017836073
0,537136516783916
0,776614913147229
0,580996732498052
0,56388858685451
0,0540681514209454
0,131688420256455
0,89715536027083
0,211023375490226
0,805557388721759
0,859212652714556
0,544453080997082
0,334916968520226
0,362809593026903
0,119528067353893
0,586260787484358
0,00427639484604653
0,164251010475797
0,0513759106636867
0,186264235147398
0,930282099140008
0,423232096444458
0,4949504944938
0,62062332761503
0,411345384275236
0,192563023042196
0,0920061124917148
0,433981346634208
0,50816990831316
0,536535343405109
0,847871685329765
0,481662418451934
0,319779126588152
0,270611174996296
0,246587358064292
0,266394093756748
0,345635982856916
0,588950922986935
0,46107002369178
0,340212201858038
0,573235858964378
0,109257746538733
0,84025077840325
0,58412103708094
0,00210710521885525
0,374855725734893
0,697395788830424
0,341740331771663
0,0730911135082557
0,870655106320351
0,187819934071889
0,436021873464818
0,563694242650501
0,35060509031201
0,142299105945183
0,658913705339149
0,0421860222901153
0,155991585532199
0,169651348222816
0,371325563812314
0,962062038929231
0,697707073622247
0,38898545195767
0,674488032085117
0,957685703391994
0,377550234262622
0,22467395440893
0,0643057935239308
0,116222234962612
0,853133973597146
0,240624804627441
0,415325471859111
0,703180986784017
0,711163708805649
0,61302837618302
0,821024352601275
0,582981318041208
0,91082945741286
0,618516222396175
0,0364896585403428
0,495167234211772
0,750265780720052
0,360890233125952
0,637514801992809
0,348715409333219
0,411849811864947
0,917968175801434
0,969174036276142
0,128312069051113
0,587673652725142
0,224208071466632
0,189644397324717
0,419299574764119
0,0897444598794656
0,378150162928808
0,875528785342131
0,720272294581063
0,165762746318133
0,626435333688946
0,624556870956233
0,150181771325963
0,633089995306493
0,225518096809051
0,21995713991111
0,63003030169291
0,772494462212778
0,732840886680801
0,852530533844852
0,73757671412899
0,321274753343908
0,0759323872979416
0,131356564877255
0,537475363136025
0,498922188067307
0,0295733548838521
0,827186193702363
0,879425500463427
0,888530014496543
0,36754896741712
0,907962319863943
0,101122677838953
0,930323710167
0,60863591945201
0,856522781241929
0,205863210468489
0,845299747234816
0,514206751954838
0,0461981892800881
0,0898196208709011
0,0848526140138752
0,139173609269398
0,234562048797757
0,977000613220502
0,119747899994137
0,842686546427518
0,864829982102304
0,430571711357018
0,707609679879439
0,74666457425182
0,246297656673145
0,661819394054739
0,778220957507482
0,756372490318665
0,87082010408436
0,390474368999933
0,264951130964305
0,13694285840585
0,841001404375304
0,498811975819437
0,17066685537373
0,690039026406612
0,269850613209349
0,911132078576429
0,227625432995905
0,257050365794939
0,164064410218999
0,873804304690009
0,0483111459986824
0,770390184023599
0,806403749066593
0,405708661491847
0,822930142200985
0,406723536740394
0,837981037720098
0,260483689727487
0,289397736680413
0,262706350657487
0,3057134613887
0,656235641639789
0,164743372781548
0,396614482345346
0,171815820583988
0,141865440244724
0,121251310743974
0,246142925809204
0,32290172033147
0,173951219848334
0,73781581536765
0,466048412241996
0,940912079504184
0,708356888828965
0,673205347579534
0,547386213460651
0,919152765497171
0,394813587607263
0,869322996060049
0,323429970221329
0,749375180224597
0,862697534199198
0,678622136208519
0,991025677412295
0,382260565358335
0,93721949585584
0,400982055534135
0,326240244939104
0,764490812907224
0,751538787852758
0,0372815584006168
0,535587766922818
0,74621894757553
0,840828315280764
0,849639323004354
0,267530089368825
0,527616789810181
0,72306335425147
0,607558744311127
0,476156722975968
0,558029568082667
0,604625781813928
0,778943375581383
0,269888976714522
0,724682490213161
0,242763133832609
0,334563749998139
0,753102659132845
0,626957860135919
0,355668775902907
0,892438493618946
0,742659948180737
0,42350305077783
0,392839331362787
0,68892677672623
0,302645488317425
0,416121457897183
0,614399088367074
0,369316124994921
0,0363353756425601
0,458470809021253
0,433427379202762
0,906044057992307
0,329230298907138
0,0324384756537333
0,890207460098997
0,128586592212593
0,392537779357535
0,0720654535442895
0,197522397245058
0,323094054275702
0,959590676687467
0,840154565330667
0,548059868415846
0,703036477185337
0,947536143915512
